term,estimate
Bias,1589.1519394950553
tfidf_review_text_lovely,319.24324167305355
tfidf_review_text_society,298.4363555487007
tfidf_review_text_vampire,281.7102816542781
tfidf_review_text_dystopian,204.09694038114944
tfidf_review_text_body,183.21533881999292
tfidf_review_text_teenage,160.4681474257147
tfidf_review_text_murder,158.4779527727711
tfidf_review_text_movie,148.5653189669903
tfidf_review_text_earth,147.24039577603963
tfidf_review_text_death,144.75415475877875
tfidf_review_text_sex,143.40974653845856
tfidf_review_text_apart,133.24004483925884
tfidf_review_text_hate,131.25790840299894
tfidf_review_text_teen,119.87270684546016
tfidf_review_text_move,118.20837152023489
tfidf_review_text_film,109.41421136450222
tfidf_review_text_narrator,106.07355500794496
tfidf_review_text_watching,104.67341335931717
tfidf_review_text_boring,104.1286462271147
tfidf_review_text_read,103.75851251253613
tfidf_review_text_face,99.8118844526377
tfidf_review_text_reading,90.8439501363616
tfidf_review_text_games,84.45381966953637
tfidf_review_text_watch,83.73057601298885
tfidf_review_text_agree,81.56441421088218
tfidf_review_text_money,81.36230733736467
tfidf_review_text_decided,79.57024189019108
tfidf_review_text_terrible,78.00020718171763
tfidf_review_text_potter,77.545845927415
tfidf_review_text_friends,75.62531291964449
tfidf_review_text_away,75.59917282496549
tfidf_review_text_romance,75.05584456535006
tfidf_review_text_dead,74.49719701763775
tfidf_review_text_love,74.34377557531832
tfidf_review_text_pages,70.94682625556067
tfidf_review_text_attention,70.51190838568465
tfidf_review_text_annoying,68.92386993076788
tfidf_review_text_killed,68.77296700123213
tfidf_review_text_perspective,68.2044102500292
tfidf_review_text_3,67.63740609540739
tfidf_review_text_following,66.88751522063052
tfidf_review_text_caught,66.05388467822297
tfidf_review_text_perfect,65.78515592253093
tfidf_review_text_john,64.85696549375068
tfidf_review_text_telling,64.46761182583212
tfidf_review_text_literary,64.43230519436716
tfidf_review_text_white,64.25215470982593
tfidf_review_text_predictable,64.14103327257496
tfidf_review_text_family,63.03057614341268
tfidf_review_text_however,61.916659458584135
tfidf_review_text_girl,61.09689566439234
tfidf_review_text_knows,60.895006351717
tfidf_review_text_loving,60.00987201309663
tfidf_review_text_boys,59.559745967058845
tfidf_review_text_wanted,58.50639322620093
tfidf_review_text_boy,58.37636802629371
tfidf_review_text_view,58.106988606445185
tfidf_review_text_drama,57.41808406583751
tfidf_review_text_without,57.07356431689817
tfidf_review_text_best,56.90793792499111
tfidf_review_text_cover,56.588867986277386
tfidf_review_text_worse,56.00796040309298
tfidf_review_text_stupid,55.74486202614354
tfidf_review_text_picked,55.7443259144468
tfidf_review_text_friend,54.604960955251435
tfidf_review_text_scene,54.22662735801396
tfidf_review_text_entire,54.16901913573891
tfidf_review_text_can,53.86676878715263
tfidf_review_text_rest,53.6299710814022
tfidf_review_text_classic,53.043264553133326
tfidf_review_text_buy,52.866308274764954
tfidf_review_text_new,52.179318594743044
tfidf_review_text_tells,52.126847149045574
tfidf_review_text_problems,51.52157478628231
tfidf_review_text_seemed,51.46537546766391
tfidf_review_text_personally,51.27201773868686
tfidf_review_text_lack,51.08238449717342
tfidf_review_text_line,50.960551140259696
tfidf_review_text_hours,50.802714648915874
tfidf_review_text_epic,50.51457118811601
tfidf_review_text_loss,50.23371400495105
tfidf_review_text_began,49.44092417511094
tfidf_review_text_though,49.38303257099087
tfidf_review_text_stop,48.82531837465163
tfidf_review_text_totally,48.27107702204626
tfidf_review_text_town,48.12212838975069
tfidf_review_text_purpose,47.90681521766899
tfidf_review_text_live,46.72893078324175
tfidf_review_text_look,46.58117270159078
tfidf_review_text_oh,46.48787800477052
tfidf_review_text_write,45.898159958632704
tfidf_review_text_becomes,45.62766906781807
tfidf_review_text_strange,45.53986136658256
tfidf_review_text_chance,45.414961046804166
tfidf_review_text_somehow,44.60650258743079
tfidf_review_text_left,44.44058593951169
tfidf_review_text_immediately,44.05410706867686
tfidf_review_text_page,43.78311853539632
tfidf_review_text_brought,43.44323858103659
tfidf_review_text_para,43.43185207114052
tfidf_review_text_idea,43.40638287431147
tfidf_review_text_brings,43.27691246559494
tfidf_review_text_writer,42.82473639070238
tfidf_review_text_literature,41.996292299084566
tfidf_review_text_freedom,41.575360624471514
tfidf_review_text_seeing,41.5251388767999
tfidf_review_text_actually,41.42368214822482
tfidf_review_text_goes,41.309734520387934
tfidf_review_text_school,41.13848046981785
tfidf_review_text_looking,41.13349849915898
tfidf_review_text_en,40.928047453510544
tfidf_review_text_got,40.53625883306943
tfidf_review_text_choice,40.456460284134266
tfidf_review_text_create,40.15881023131297
tfidf_review_text_beyond,39.97435380567192
tfidf_review_text_lo,39.96750233624101
tfidf_review_text_focus,39.70935993126128
tfidf_review_text_find,39.637778543601996
tfidf_review_text_sad,39.62641404736405
tfidf_review_text_guess,39.100456180844205
tfidf_review_text_single,39.081710214814656
tfidf_review_text_better,38.42383968859099
tfidf_review_text_speak,38.41746809458656
tfidf_review_text_theme,37.64544678222818
tfidf_review_text_tries,37.50571808724479
tfidf_review_text_months,37.332579479993285
tfidf_review_text_someone,36.97841136594159
tfidf_review_text_obviously,36.974772567243384
tfidf_review_text_thinks,36.85122096377149
tfidf_review_text_top,36.834404508527136
tfidf_review_text_century,36.742809194660765
tfidf_review_text_created,35.8825939944954
tfidf_review_text_control,35.85193924974043
tfidf_review_text_reason,35.7629347404841
tfidf_review_text_except,35.5127408086793
tfidf_review_text_wants,35.395051340473074
tfidf_review_text_sister,35.18640217695464
tfidf_review_text_said,34.87009981374396
tfidf_review_text_main,34.856455101769455
tfidf_review_text_later,34.57604715463767
tfidf_review_text_finish,33.95089653488275
tfidf_review_text_curious,33.92543387943488
tfidf_review_text_alert,33.92092737298566
tfidf_review_text_concept,33.91530307651741
tfidf_review_text_piece,33.74507373099027
tfidf_review_text_else,33.74034311789734
tfidf_review_text_nearly,33.71995499882535
tfidf_review_text_seriously,33.704961642635226
tfidf_review_text_yang,33.549980306872776
tfidf_review_text_needs,33.06144755685617
tfidf_review_text_entertaining,32.738791147512835
tfidf_review_text_development,32.68187780133583
tfidf_review_text_reality,32.66917533026502
tfidf_review_text_three,32.5788852506064
tfidf_review_text_stand,32.53542525480438
tfidf_review_text_special,32.48929657863782
tfidf_review_text_description,32.40873026061353
tfidf_review_text_come,31.820464673768925
tfidf_review_text_forever,31.656574988932043
tfidf_review_text_missed,31.599973559895137
tfidf_review_text_mind,30.72854426107947
tfidf_review_text_really,30.617879505564957
tfidf_review_text_like,30.55472464474654
tfidf_review_text_simply,30.53325285260302
tfidf_review_text_personal,30.504328750706744
tfidf_review_text_leave,30.47300963716696
tfidf_review_text_years,30.416718327063723
tfidf_review_text_say,30.20575947993415
tfidf_review_text_beautifully,30.19221906513142
tfidf_review_text_libro,30.14608020659372
tfidf_review_text_fans,30.002325137153203
tfidf_review_text_anyone,29.673105338972242
tfidf_review_text_already,29.518892916510673
tfidf_review_text_rather,29.465183976103297
tfidf_review_text_outside,29.189575745912524
tfidf_review_text_ever,29.168900912259215
tfidf_review_text_begin,29.15921729262251
tfidf_review_text_politics,29.084454970788336
tfidf_review_text_okay,29.040834865504443
tfidf_review_text_either,28.861514884341936
tfidf_review_text_ending,28.26348489621449
tfidf_review_text_depth,28.25594468941693
tfidf_review_text_ideas,28.1012566167583
tfidf_review_text_put,27.896195917612552
tfidf_review_text_slightly,27.367664595824742
tfidf_review_text_grow,27.137137232294975
tfidf_review_text_n,27.050276601020492
tfidf_review_text_mi,26.443337543463883
tfidf_review_text_life,26.34334234206868
tfidf_review_text_follow,26.108967249116077
tfidf_review_text_lot,25.942964737972353
tfidf_review_text_able,25.753909718521093
tfidf_review_text_strong,25.664807832961905
tfidf_review_text_fit,25.64846073673879
tfidf_review_text_level,25.6041132291479
tfidf_review_text_meaning,25.51270527957057
tfidf_review_text_hear,25.49978097479471
tfidf_review_text_dan,25.38277330054749
tfidf_review_text_english,25.325492968769392
tfidf_review_text_lead,25.266871023413202
tfidf_review_text_leaves,25.106951663896997
tfidf_review_text_son,24.857321338913263
tfidf_review_text_turned,24.83402953928578
tfidf_review_text_worth,24.827590673360774
tfidf_review_text_save,24.81660601721171
tfidf_review_text_play,24.665981215554883
tfidf_review_text_opinion,24.377121052792752
tfidf_review_text_beautiful,24.327263755415622
tfidf_review_text_something,24.24984605502264
tfidf_review_text_happens,24.155909098255368
tfidf_review_text_remember,24.06641175333784
tfidf_review_text_waiting,23.75488563508729
tfidf_review_text_entirely,23.68033316889649
tfidf_review_text_relate,23.598804115524178
tfidf_review_text_rich,23.598184572083724
tfidf_review_text_message,23.407775404664118
tfidf_review_text_use,23.401230729559128
tfidf_review_text_unfortunately,23.265936626246035
tfidf_review_text_knew,23.263402575217764
tfidf_review_text_see,23.151025209994067
tfidf_review_text_gave,23.07146044390068
tfidf_review_text_end,23.031152067052027
tfidf_review_text_spend,22.959135671873558
tfidf_review_text_e,22.782853064749638
tfidf_review_text_easy,22.737357348168736
tfidf_review_text_gets,22.630101868834412
tfidf_review_text_pace,22.48451012341421
tfidf_review_text_go,22.404097143373743
tfidf_review_text_filled,21.92440209974775
tfidf_review_text_authors,21.897645342206737
tfidf_review_text_young,21.89596215851902
tfidf_review_text_times,21.854335858701383
tfidf_review_text_modern,21.81994441845679
tfidf_review_text_popular,21.711733942803008
tfidf_review_text_keeps,21.67196861004219
tfidf_review_text_running,21.321742081990312
tfidf_review_text_man,21.281370645508705
tfidf_review_text_wish,21.12068315820264
tfidf_review_text_thing,21.059532756586115
tfidf_review_text_get,20.954160179125047
tfidf_review_text_y,20.940229250206386
tfidf_review_text_thoroughly,20.932037683646513
tfidf_review_text_needed,20.839920142385896
tfidf_review_text_everything,20.79606964558853
tfidf_review_text_example,20.75970516286392
tfidf_review_text_enjoyable,20.741019107784574
tfidf_review_text_anyway,20.58640533699037
tfidf_review_text_somewhat,20.474800988468093
tfidf_review_text_sentence,20.441604496357076
tfidf_review_text_way,20.413722693311463
tfidf_review_text_da,20.381501328564163
tfidf_review_text_wondering,20.336451429301498
tfidf_review_text_starts,20.29891100372513
tfidf_review_text_plus,20.269885472825408
tfidf_review_text_con,20.11674323849182
tfidf_review_text_situations,20.069617713636216
tfidf_review_text_fair,20.03349126729921
tfidf_review_text_matter,19.998322628271314
tfidf_review_text_point,19.90212875037329
tfidf_review_text_mr,19.882713486731838
tfidf_review_text_unique,19.77285251652696
tfidf_review_text_much,19.62057721343863
tfidf_review_text_meant,19.61981831728915
tfidf_review_text_bored,19.601995569558824
tfidf_review_text_il,19.45724882894189
tfidf_review_text_seem,19.386124929710853
tfidf_review_text_lived,19.30667004384265
tfidf_review_text_within,19.306106709945826
tfidf_review_text_personality,19.059603979224434
tfidf_review_text_slow,19.0469974389637
tfidf_review_text_quite,19.036041561873287
tfidf_review_text_multiple,18.56640070768315
tfidf_review_text_work,18.493103212389563
tfidf_review_text_beginning,18.459362808801423
tfidf_review_text_100,18.32224345769024
tfidf_review_text_believe,18.287720051783744
tfidf_review_text_hated,18.26757778712528
tfidf_review_text_non,18.19836607942719
tfidf_review_text_loves,18.14132990195245
tfidf_review_text_add,18.100595793636504
tfidf_review_text_chapters,17.854053894147118
tfidf_review_text_even,17.736077074502173
tfidf_review_text_seems,17.636644645018308
tfidf_review_text_poor,17.56759082049546
tfidf_review_text_act,17.509336806828905
tfidf_review_text_continue,17.492320334365534
tfidf_review_text_common,17.388368854585963
tfidf_review_text_huge,17.309177248859992
tfidf_review_text_emotional,17.159301103846133
tfidf_review_text_ways,16.985578244433807
tfidf_review_text_spoiler,16.684737092976157
tfidf_review_text_type,16.56855693084158
tfidf_review_text_begins,16.558783755568246
tfidf_review_text_first,16.544928792527415
tfidf_review_text_del,16.46470124095587
tfidf_review_text_wrong,16.261238925909513
tfidf_review_text_constantly,16.258363299807964
tfidf_review_text_supposed,16.217619162579176
tfidf_review_text_exactly,15.664558831514611
tfidf_review_text_detail,15.635049141497714
tfidf_review_text_plot,15.514732272187658
tfidf_review_text_everyone,15.284165865676467
tfidf_review_text_fall,14.844981479510494
tfidf_review_text_saw,14.685735260453367
tfidf_review_text_mysterious,14.569881103025532
tfidf_review_text_around,14.408546827285283
tfidf_review_text_relationship,14.358669943066095
tfidf_review_text_married,14.220573548894818
tfidf_review_text_realized,14.030631780470006
tfidf_review_text_descriptions,13.997333755552974
tfidf_review_text_good,13.755649963126723
tfidf_review_text_die,13.684821268076298
tfidf_review_text_old,13.675626108045897
tfidf_review_text_whether,13.597379834334024
tfidf_review_text_written,13.548361310433712
tfidf_review_text_heart,13.524802909148317
tfidf_review_text_talking,13.452483338390685
tfidf_review_text_called,13.416166458019157
tfidf_review_text_eye,13.378672302608944
tfidf_review_text_struggles,13.356972077241002
tfidf_review_text_system,13.302646929866274
tfidf_review_text_none,13.297045372882408
tfidf_review_text_audio,13.17557974299921
tfidf_review_text_10,13.088129051839783
tfidf_review_text_admit,13.03835507501449
tfidf_review_text_head,12.828332860710306
tfidf_review_text_still,12.50350083434186
tfidf_review_text_horrible,12.490732102608895
tfidf_review_text_stars,12.483898349554774
tfidf_review_text_suddenly,12.401987538350589
tfidf_review_text_despite,12.304818899329112
tfidf_review_text_finally,12.296305599162627
tfidf_review_text_gives,12.226435469850706
tfidf_review_text_yeah,12.207627212999373
tfidf_review_text_getting,11.886442430098123
tfidf_review_text_typical,11.809021477975572
tfidf_review_text_loud,11.792417442945206
tfidf_review_text_half,11.665621375181901
tfidf_review_text_character,11.422246614732185
tfidf_review_text_honest,11.311137983967292
tfidf_review_text_hold,11.305427458871758
tfidf_review_text_guy,11.03505011456632
tfidf_review_text_explain,10.880180887889923
tfidf_review_text_quickly,10.755532866980733
tfidf_review_text_unlike,10.653234675523127
tfidf_review_text_broken,10.575238864685614
tfidf_review_text_couple,10.543314914223979
tfidf_review_text_feeling,10.457811048155111
tfidf_review_text_known,10.2784946834572
tfidf_review_text_general,10.220159777773347
tfidf_review_text_hope,10.166871176457486
tfidf_review_text_yes,10.109786803308003
tfidf_review_text_rating,10.055609323857547
tfidf_review_text_second,9.989090104007541
tfidf_review_text_keep,9.97571993681943
tfidf_review_text_sorry,9.727413070785294
tfidf_review_text_quick,9.689649857516343
tfidf_review_text_last,9.61617806393009
tfidf_review_text_return,9.563804192822149
tfidf_review_text_se,9.525989703629126
tfidf_review_text_reasons,9.351582932900591
tfidf_review_text_anything,9.315965945514382
tfidf_review_text_travel,9.26577395573067
tfidf_review_text_never,9.200376645069943
tfidf_review_text_marriage,9.104107271019492
tfidf_review_text_used,8.99612627477985
tfidf_review_text_questions,8.968556911097496
tfidf_review_text_based,8.73306973138777
tfidf_review_text_etc,8.671389443423273
tfidf_review_text_thriller,8.616614491999705
tfidf_review_text_exciting,8.578084731566717
tfidf_review_text_works,8.500648999671904
tfidf_review_text_una,8.371694665650821
tfidf_review_text_realistic,7.833007586291375
tfidf_review_text_subject,7.808818951454493
tfidf_review_text_perhaps,7.6017717435215495
tfidf_review_text_although,7.4670573927580275
tfidf_review_text_taken,7.455211753329782
tfidf_review_text_interest,7.407194938040902
tfidf_review_text_talk,7.392167876354517
tfidf_review_text_original,7.083944693612244
tfidf_review_text_fell,7.065643331038379
tfidf_review_text_wow,7.0600773226552125
tfidf_review_text_free,6.989640308240778
tfidf_review_text_light,6.9201171619457424
tfidf_review_text_four,6.902357098884952
tfidf_review_text_uses,6.8457214038131085
tfidf_review_text_self,6.784021096309435
tfidf_review_text_try,6.621141162226447
tfidf_review_text_want,6.526342112015072
tfidf_review_text_made,6.454074087028745
tfidf_review_text_extremely,6.059868301157687
tfidf_review_text_falls,5.7104020819760475
tfidf_review_text_culture,5.652212457213228
tfidf_review_text_http,5.278457683075318
tfidf_review_text_thoughts,5.174260413331137
tfidf_review_text_started,5.025166450876284
tfidf_review_text_feels,4.716860023893063
tfidf_review_text_least,4.543260962104519
tfidf_review_text_another,4.476413353552691
tfidf_review_text_reads,4.251030208716129
tfidf_review_text_book,4.241158301764923
tfidf_review_text_le,4.207242796509414
tfidf_review_text_imagine,4.030394744196547
tfidf_review_text_disappointed,3.9945462877980487
tfidf_review_text_un,3.7633762686700445
tfidf_review_text_storyline,3.7378237826383867
tfidf_review_text_longer,3.6420091756074005
tfidf_review_text_sweet,3.5935504700609044
tfidf_review_text_adults,3.545074001841961
tfidf_review_text_por,3.4916071188218747
tfidf_review_text_yet,3.374634996774113
tfidf_review_text_otherwise,3.323209991692164
tfidf_review_text_using,3.3122379904518344
tfidf_review_text_excited,3.214852485631053
tfidf_review_text_clearly,3.0560023160879917
tfidf_review_text_ability,3.0237182242999046
tfidf_review_text_expecting,2.969038356213196
tfidf_review_text_thinking,2.904789687782394
tfidf_review_text_excellent,2.8623881085281138
tfidf_review_text_went,2.856270649987535
tfidf_review_text_nature,2.8274241168348198
tfidf_review_text_meet,2.606015176028941
tfidf_review_text_ago,2.5893224038001232
tfidf_review_text_including,2.585858567590563
tfidf_review_text_follows,2.4578624721036326
tfidf_review_text_fact,2.418325914732958
tfidf_review_text_ok,2.3528759028137185
tfidf_review_text_deeply,1.854952334167883
tfidf_review_text_el,1.8448593024174529
tfidf_review_text_throughout,1.6747247580672766
tfidf_review_text_author,1.514788172334113
tfidf_review_text_whole,1.1464172571351132
tfidf_review_text_place,1.1361372632816824
tfidf_review_text_call,1.0186682855526432
tfidf_review_text_tension,1.009354393385995
tfidf_review_text_confused,0.9746118344768058
tfidf_review_text_finds,0.970234683134588
tfidf_review_text_class,0.8242192772819164
tfidf_review_text_la,0.8003165924265402
tfidf_review_text_blog,0.7805875466040888
tfidf_review_text_also,0.7557055032482385
tfidf_review_text_probably,0.6769662334046255
tfidf_review_text_laugh,0.5082168416965755
tfidf_review_text_close,0.30737331766192344
tfidf_review_text_na,0.24224965537656473
tfidf_review_text_knowing,0.1792302840253741
tfidf_review_text_older,0.15518938132088866
tfidf_review_text_pick,0.12645890406125337
tfidf_review_text_developed,0.1076558952014941
tfidf_review_text_mas,-0.06785922373840902
tfidf_review_text_takes,-0.2678262369296327
tfidf_review_text_simple,-0.2778431764366056
tfidf_review_text_background,-0.31285794289489477
tfidf_review_text_setting,-0.3966018465976404
tfidf_review_text_need,-0.40844405229609126
tfidf_review_text_thought,-0.4677354914361267
tfidf_review_text_may,-0.5406160941020213
tfidf_review_text_looks,-0.6162149842652804
tfidf_review_text_re,-0.6628149455384678
tfidf_review_text_potential,-0.7182294602860075
tfidf_review_text_che,-0.8565645539651578
tfidf_review_text_published,-1.072262458811857
tfidf_review_text_struggle,-1.1257125950779934
tfidf_review_text_let,-1.1319509508893777
tfidf_review_text_saying,-1.1336191767702843
tfidf_review_text_particular,-1.1381138001266402
tfidf_review_text_real,-1.1566562985118458
tfidf_review_text_beauty,-1.1694261284059975
tfidf_review_text_role,-1.3048659183468965
tfidf_review_text_surprised,-1.354382121329792
tfidf_review_text_ten,-1.4449256909067572
tfidf_review_text_deep,-1.4629658685138138
tfidf_review_text_took,-1.4783771339526595
tfidf_review_text_ask,-1.6479648704403884
tfidf_review_text_weird,-1.8666298416540974
tfidf_review_text_along,-1.8684312996114176
tfidf_review_text_narrative,-2.275460784899281
tfidf_review_text_art,-2.2924110725033815
tfidf_review_text_wonder,-2.3141794859582423
tfidf_review_text_research,-2.4182463477753897
tfidf_review_text_believable,-2.5256532532416403
tfidf_review_text_bad,-2.5866989451671216
tfidf_review_text_suspense,-2.6261374627179515
tfidf_review_text_pov,-2.7163361560237003
tfidf_review_text_adult,-2.7606550417232656
tfidf_review_text_reminded,-2.794147026062261
tfidf_review_text_si,-2.827884535842187
tfidf_review_text_s,-2.913741270866732
tfidf_review_text_number,-2.9850781226493024
tfidf_review_text_sort,-3.110462396411038
tfidf_review_text_surprise,-3.4392036822928835
tfidf_review_text_serious,-3.492251431520951
tfidf_review_text_drawn,-3.648213436005493
tfidf_review_text_expectations,-3.91446780247282
tfidf_review_text_possibly,-3.937189000944323
tfidf_review_text_mean,-3.9385249996974583
tfidf_review_text_wrote,-4.000183038823453
tfidf_review_text_hard,-4.192886607370466
tfidf_review_text_reviews,-4.197098030970894
tfidf_review_text_side,-4.222049260950915
tfidf_review_text_kill,-4.2500017953943985
tfidf_review_text_spent,-4.395723974375293
tfidf_review_text_born,-4.440386190191234
