term,estimate
tfidf_review_text_cry,-4.507342381780448
tfidf_review_text_often,-4.542986702364487
tfidf_review_text_alone,-4.646213051181843
tfidf_review_text_enjoyed,-4.6488126060030925
tfidf_review_text_copy,-4.701148201532975
tfidf_review_text_coming,-4.762673623749726
tfidf_review_text_fantastic,-4.825976328147604
tfidf_review_text_sense,-4.910622468685389
tfidf_review_text_various,-4.918290930589613
tfidf_review_text_america,-4.99824017369087
tfidf_review_text_lost,-5.087224726274558
tfidf_review_text_human,-5.240749338509852
tfidf_review_text_flat,-5.405445818563287
tfidf_review_text_daughter,-5.490671445359451
tfidf_review_text_story,-5.643159601377252
tfidf_review_text_happening,-5.776865099726676
tfidf_review_text_turns,-5.843289575077602
tfidf_review_text_hot,-6.11209328756468
tfidf_review_text_usually,-6.135080729217616
tfidf_review_text_magical,-6.225409980653542
tfidf_review_text_state,-6.332425936620266
tfidf_review_text_missing,-6.377096367335258
tfidf_review_text_normal,-6.445302030381427
tfidf_review_text_di,-6.555854736481258
tfidf_review_text_actual,-6.642865825002387
tfidf_review_text_las,-6.780611956131048
tfidf_review_text_country,-6.841083288752012
tfidf_review_text_heard,-6.999274691516107
tfidf_review_text_nothing,-7.001949711295373
tfidf_review_text_understand,-7.1243384963332606
tfidf_review_text_ready,-7.166431370143249
tfidf_review_text_others,-7.267942449310892
tfidf_review_text_problem,-7.328285068671318
tfidf_review_text_heroine,-7.336915109012561
tfidf_review_text_every,-7.41173008671707
tfidf_review_text_realize,-7.5248164291931445
tfidf_review_text_job,-7.539447481070057
tfidf_review_text_fun,-7.605452520233637
tfidf_review_text_earlier,-7.644793928736933
tfidf_review_text_answers,-7.718417215663205
tfidf_review_text_series,-7.856745145158845
tfidf_review_text_nice,-7.915555881765794
tfidf_review_text_trilogy,-8.084665578082967
tfidf_review_text_moment,-8.087734214015654
tfidf_review_text_finding,-8.498875483296633
tfidf_review_text_named,-8.551611252632394
tfidf_review_text_mention,-8.645232257077293
tfidf_review_text_pretty,-8.688325492997715
tfidf_review_text_completely,-8.750623501967985
tfidf_review_text_parts,-8.867061714990674
tfidf_review_text_easily,-8.953869977333671
tfidf_review_text_interested,-8.982595186528268
tfidf_review_text_engaging,-9.09269850154597
tfidf_review_text_recommend,-9.189127719490235
tfidf_review_text_deal,-9.280386162883623
tfidf_review_text_fully,-9.351598316707367
tfidf_review_text_kept,-9.386069188851218
tfidf_review_text_novels,-9.463281594334703
tfidf_review_text_terms,-9.518596203278005
tfidf_review_text_people,-9.661444639909034
tfidf_review_text_library,-9.846370217048923
tfidf_review_text_forget,-10.0763133639988
tfidf_review_text_day,-10.100166342368041
tfidf_review_text_comes,-10.13434950851806
tfidf_review_text_learned,-10.205015855127936
tfidf_review_text_just,-10.306656617407969
tfidf_review_text_w,-10.325614923236156
tfidf_review_text_changes,-10.414476142934042
tfidf_review_text_course,-10.425873956007601
tfidf_review_text_start,-10.554125286300877
tfidf_review_text_pero,-10.620143992766689
tfidf_review_text_far,-10.956333883951455
tfidf_review_text_going,-11.167421902646447
tfidf_review_text_premise,-11.202655515371136
tfidf_review_text_references,-11.236892197029047
tfidf_review_text_como,-11.522795876609692
tfidf_review_text_blood,-11.556000953766391
tfidf_review_text_prose,-11.580221086092898
tfidf_review_text_wanting,-11.65134812624931
tfidf_review_text_today,-11.76384823345831
tfidf_review_text_experience,-12.16198330726936
tfidf_review_text_complete,-12.204470164847843
tfidf_review_text_cold,-12.20543282304082
tfidf_review_text_alive,-12.240559157766965
tfidf_review_text_living,-12.271348136251374
tfidf_review_text_genre,-12.284197314683457
tfidf_review_text_familiar,-12.294019193064864
tfidf_review_text_means,-12.334782315865777
tfidf_review_text_finished,-12.441564539932813
tfidf_review_text_actions,-12.47316080464931
tfidf_review_text_makes,-12.475759813756154
tfidf_review_text_truly,-12.567434846517326
tfidf_review_text_action,-12.655009584195902
tfidf_review_text_al,-12.718964850398889
tfidf_review_text_long,-12.80709834364881
tfidf_review_text_sequel,-12.897422758197322
tfidf_review_text_intriguing,-12.924215929423411
tfidf_review_text_fairly,-12.978654513885367
tfidf_review_text_o,-13.393480489322124
tfidf_review_text_wonderful,-13.665640165921133
tfidf_review_text_among,-13.764048957317293
tfidf_review_text_escape,-13.824818411365491
tfidf_review_text_make,-13.863029634848175
tfidf_review_text_describe,-13.9111067657808
tfidf_review_text_moving,-13.963086893040831
tfidf_review_text_fan,-14.133058882255304
tfidf_review_text_note,-14.243683583638287
tfidf_review_text_1,-14.29086882531347
tfidf_review_text_ones,-14.416249276521734
tfidf_review_text_night,-14.419328476376712
tfidf_review_text_next,-14.464690887299643
tfidf_review_text_room,-14.473149870285603
tfidf_review_text_hilarious,-14.53026166781076
tfidf_review_text_novel,-14.66474370479957
tfidf_review_text_know,-14.794675561554413
tfidf_review_text_become,-14.815118538607617
tfidf_review_text_tried,-14.834367164298873
tfidf_review_text_run,-14.909538626235879
tfidf_review_text_ultimately,-14.910659893402284
tfidf_review_text_future,-14.978106920593701
tfidf_review_text_bit,-15.207780741863223
tfidf_review_text_mystery,-15.245312911656667
tfidf_review_text_secret,-15.275103883797353
tfidf_review_text_sure,-15.324612540965811
tfidf_review_text_information,-15.329153348584095
tfidf_review_text_less,-15.551060696541606
tfidf_review_text_places,-15.80881713884567
tfidf_review_text_process,-15.979852299529833
tfidf_review_text_giving,-16.00736120691573
tfidf_review_text_es,-16.098199952914424
tfidf_review_text_chapter,-16.374201939653382
tfidf_review_text_audiobook,-16.390234182642963
tfidf_review_text_god,-16.49747051095537
tfidf_review_text_aspect,-16.611861045334578
tfidf_review_text_great,-16.69332474996864
tfidf_review_text_period,-16.847100764439162
tfidf_review_text_aspects,-16.891889147017793
tfidf_review_text_lines,-16.94536814016194
tfidf_review_text_ended,-17.049561720158856
tfidf_review_text_putting,-17.051257616369075
tfidf_review_text_stuck,-17.06121997187383
tfidf_review_text_working,-17.06677395280665
tfidf_review_text_doubt,-17.168382889914245
tfidf_review_text_funny,-17.191197874860134
tfidf_review_text_city,-17.340455874105682
tfidf_review_text_version,-17.374911968248455
tfidf_review_text_points,-17.427327614218832
tfidf_review_text_miss,-17.451049620014125
tfidf_review_text_edge,-17.626035556907368
tfidf_review_text_crazy,-17.709085982779662
tfidf_review_text_moved,-17.854621903876268
tfidf_review_text_cast,-17.904076541038094
tfidf_review_text_summer,-17.942355667898205
tfidf_review_text_found,-17.951623679256368
tfidf_review_text_listen,-17.95805282384907
tfidf_review_text_romantic,-17.978342998785948
tfidf_review_text_review,-18.05109969494359
tfidf_review_text_american,-18.20935471514279
tfidf_review_text_ha,-18.23596555379614
tfidf_review_text_liked,-18.26439100154276
tfidf_review_text_4,-18.29916511325408
tfidf_review_text_brain,-18.497791969632527
tfidf_review_text_smart,-18.632841693995168
tfidf_review_text_list,-18.67743374096602
tfidf_review_text_pain,-18.776263672183827
tfidf_review_text_break,-18.798423745906852
tfidf_review_text_experiences,-19.022601997700356
tfidf_review_text_super,-19.105234967178582
tfidf_review_text_kind,-19.287877353630194
tfidf_review_text_sound,-19.345897886382094
tfidf_review_text_whatever,-19.41786064139551
tfidf_review_text_de,-19.472566347976997
tfidf_review_text_connection,-19.599949564972686
tfidf_review_text_dream,-19.65086958742915
tfidf_review_text_early,-19.654578710358454
tfidf_review_text_dialogue,-19.918722311603595
tfidf_review_text_issue,-20.00058351635971
tfidf_review_text_might,-20.037519602920533
tfidf_review_text_starting,-20.139169311499575
tfidf_review_text_soon,-20.18318764051752
tfidf_review_text_era,-20.252223488707184
tfidf_review_text_queen,-20.300474857398633
tfidf_review_text_changed,-20.387318375256967
tfidf_review_text_behind,-20.41598524957254
tfidf_review_text_3.5,-20.47528420457912
tfidf_review_text_emotions,-20.590255774879406
tfidf_review_text_towards,-20.71356869314694
tfidf_review_text_literally,-20.718080817422702
tfidf_review_text_conclusion,-20.83745332955595
tfidf_review_text_certainly,-20.844340241295914
tfidf_review_text_club,-20.928862900951657
tfidf_review_text_guys,-21.165368157147018
tfidf_review_text_possible,-21.28416143069237
tfidf_review_text_humanity,-21.458690231299634
tfidf_review_text_must,-21.483000589300023
tfidf_review_text_black,-21.5094145602853
tfidf_review_text_similar,-21.92976047954439
tfidf_review_text_power,-22.16276228689716
tfidf_review_text_spoilers,-22.26483860761336
tfidf_review_text_readers,-22.38535033393748
tfidf_review_text_enjoy,-22.620874442142533
tfidf_review_text_whose,-22.63585895271807
tfidf_review_text_happy,-22.649853809119968
tfidf_review_text_maybe,-22.73326015416609
tfidf_review_text_interesting,-23.040619799794534
tfidf_review_text_fast,-23.156229552195327
tfidf_review_text_author's,-23.32382624564243
tfidf_review_text_especially,-23.353804101179914
tfidf_review_text_honestly,-23.366594673937726
tfidf_review_text_memoir,-23.386681495010556
tfidf_review_text_late,-23.566169019978922
tfidf_review_text_perfectly,-23.604540613352064
tfidf_review_text_violence,-23.702936711214797
tfidf_review_text_college,-23.868921503099724
tfidf_review_text_feelings,-23.876154338831974
tfidf_review_text_figure,-24.129712523682205
tfidf_review_text_think,-24.266725137911845
tfidf_review_text_su,-24.28676980138574
tfidf_review_text_hands,-24.49747214678365
tfidf_review_text_near,-24.524870799762926
tfidf_review_text_true,-24.675346161871992
tfidf_review_text_ship,-24.74322436769382
tfidf_review_text_themes,-24.90282877802042
tfidf_review_text_involved,-24.908086190677412
tfidf_review_text_meets,-24.925577898158934
tfidf_review_text_reader,-24.938500179052294
tfidf_review_text_stuff,-25.13598269254363
tfidf_review_text_back,-25.1664870586267
tfidf_review_text_amazing,-25.295697864537125
tfidf_review_text_third,-25.44306404109759
tfidf_review_text_done,-25.81002817339622
tfidf_review_text_came,-25.927816328457755
tfidf_review_text_odd,-26.00457617673325
tfidf_review_text_hoping,-26.211451592577244
tfidf_review_text_fine,-26.628498883265458
tfidf_review_text_dark,-26.670010369627924
tfidf_review_text_certain,-26.712391237564994
tfidf_review_text_worst,-26.76569780457751
tfidf_review_text_bring,-26.857810077914035
tfidf_review_text_please,-26.865475727020353
tfidf_review_text_finishing,-27.03555795490284
tfidf_review_text_things,-27.09847372807068
tfidf_review_text_feel,-27.331088719588763
tfidf_review_text_style,-27.48597653731199
tfidf_review_text_past,-27.52011272192957
tfidf_review_text_turn,-27.574682574854616
tfidf_review_text_section,-27.704367373942887
tfidf_review_text_memory,-27.7126876745667
tfidf_review_text_sexual,-27.777364980993372
tfidf_review_text_small,-28.00960164724547
tfidf_review_text_thank,-28.122127797868917
tfidf_review_text_understanding,-28.148106178495272
tfidf_review_text_making,-28.180718799222078
tfidf_review_text_glad,-28.224954340022038
tfidf_review_text_trying,-28.245087248890297
tfidf_review_text_truth,-28.361572921272067
tfidf_review_text_check,-28.58286141444887
tfidf_review_text_eyes,-28.595333239338363
tfidf_review_text_previous,-28.69600571864334
tfidf_review_text_helped,-28.732678309239194
tfidf_review_text_title,-28.80328993894979
tfidf_review_text_pieces,-28.89052338763362
tfidf_review_text_child,-28.89062812161152
tfidf_review_text_shows,-28.955482720967872
tfidf_review_text_books,-29.032464847445933
tfidf_review_text_slowly,-29.06244062142149
tfidf_review_text_male,-29.231210014138018
tfidf_review_text_sometimes,-29.368442956229682
tfidf_review_text_5,-29.483311066593018
tfidf_review_text_falling,-29.643986787718674
tfidf_review_text_high,-29.90483169754356
tfidf_review_text_amount,-30.029071504398804
tfidf_review_text_compelling,-30.210975708900186
tfidf_review_text_right,-30.328007421358812
tfidf_review_text_incredible,-30.703278322868492
tfidf_review_text_important,-30.83484312393266
tfidf_review_text_large,-30.881682384937484
tfidf_review_text_mostly,-30.89052647432792
tfidf_review_text_political,-31.07732980084209
tfidf_review_text_mom,-31.085314581703493
tfidf_review_text_introduced,-31.125540713960344
tfidf_review_text_instead,-31.158708503010285
tfidf_review_text_says,-31.177719172508226
tfidf_review_text_york,-31.512482493222734
tfidf_review_text_major,-31.575767290785468
tfidf_review_text_girls,-31.771054929549905
tfidf_review_text_religion,-31.86763431374915
tfidf_review_text_gone,-31.895612552307046
tfidf_review_text_care,-32.2047639810516
tfidf_review_text_upon,-32.39134761286854
tfidf_review_text_complex,-32.513915780811416
tfidf_review_text_knowledge,-32.70299380041989
tfidf_review_text_grew,-32.777185995904475
tfidf_review_text_kai,-32.83359971433593
tfidf_review_text_que,-32.87128273297225
tfidf_review_text_present,-33.006915672235095
tfidf_review_text_fascinating,-33.03362011320986
tfidf_review_text_world,-33.24341045401863
tfidf_review_text_age,-33.24752815344986
tfidf_review_text_names,-33.579069396993006
tfidf_review_text_kids,-33.62542930279784
tfidf_review_text_2,-33.64911381790782
tfidf_review_text_fantasy,-33.660549628414486
tfidf_review_text_younger,-33.67074973741252
tfidf_review_text_one,-33.78424035663615
tfidf_review_text_word,-33.90703848487421
tfidf_review_text_fi,-33.954290359701545
tfidf_review_text_several,-34.05583901025341
tfidf_review_text_incredibly,-34.170990234741815
tfidf_review_text_humor,-34.321288112969725
tfidf_review_text_described,-34.3626686620636
tfidf_review_text_elements,-34.51174348744677
tfidf_review_text_childhood,-34.54397850299218
tfidf_review_text_almost,-34.64027870129389
tfidf_review_text_person,-35.06991240214663
tfidf_review_text_secrets,-35.26951027691605
tfidf_review_text_change,-35.395199408765585
tfidf_review_text_memories,-35.425725307637876
tfidf_review_text_favourite,-35.44097039173934
tfidf_review_text_lots,-35.46667039197522
tfidf_review_text_survive,-35.624862090316356
tfidf_review_text_humans,-35.7424484758669
tfidf_review_text_basically,-35.79633401371524
tfidf_review_text_order,-35.942581241773404
tfidf_review_text_home,-36.10049367325441
tfidf_review_text_twists,-36.15605566139371
tfidf_review_text_journey,-36.31033843238592
tfidf_review_text_became,-36.3262520484055
tfidf_review_text_hell,-36.34757780581061
tfidf_review_text_soul,-36.62705654426587
tfidf_review_text_days,-36.81166864060503
tfidf_review_text_trouble,-36.93738908372622
tfidf_review_text_l,-37.0843424799163
tfidf_review_text_wait,-37.12294416439285
tfidf_review_text_difficult,-37.25082781632675
tfidf_review_text_give,-37.342506684786166
tfidf_review_text_due,-37.36926137590412
tfidf_review_text_sci,-37.42168859300408
tfidf_review_text_time,-37.43951761209509
tfidf_review_text_open,-37.44550242439885
tfidf_review_text_forced,-37.47257931965943
tfidf_review_text_form,-37.48878100062354
tfidf_review_text_eventually,-37.88334241032271
tfidf_review_text_writes,-37.99327645343191
tfidf_review_text_worked,-38.1614195065457
tfidf_review_text_recommended,-38.188082606942004
tfidf_review_text_narration,-38.47532928185279
tfidf_review_text_group,-38.64267178468366
tfidf_review_text_trust,-38.754320042497405
tfidf_review_text_protagonist,-38.77508142543504
tfidf_review_text_told,-38.787965000099774
tfidf_review_text_husband,-38.89335250217929
tfidf_review_text_characters,-38.93725790434543
tfidf_review_text_red,-38.96256877019291
tfidf_review_text_since,-39.200062680076
tfidf_review_text_part,-39.388700317995
tfidf_review_text_grace,-39.74205879608264
tfidf_review_text_brother,-39.93261177997351
tfidf_review_text_across,-40.66080341321755
tfidf_review_text_learning,-40.83663678655784
tfidf_review_text_religious,-41.5303207632943
tfidf_review_text_happen,-41.581846237709414
tfidf_review_text_crime,-41.60604392510321
tfidf_review_text_seen,-41.68054782764442
tfidf_review_text_food,-41.960607821360234
tfidf_review_text_historical,-42.05351570468103
tfidf_review_text_parents,-42.13663361811197
tfidf_review_text_ends,-42.26834746948717
tfidf_review_text_scenes,-42.28745015734289
tfidf_review_text_women,-42.28756592043872
tfidf_review_text_received,-42.30762790896506
tfidf_review_text_tone,-42.31748044367106
tfidf_review_text_emma,-42.44471531051345
tfidf_review_text_details,-42.49380810229486
tfidf_review_text_learn,-42.5894310210938
tfidf_review_text_died,-42.70997312306166
tfidf_review_text_aside,-42.72328070819158
tfidf_review_text_mentioned,-42.89109289182093
tfidf_review_text_moments,-42.89686806095295
tfidf_review_text_house,-42.97450327911893
tfidf_review_text_fire,-43.17179110408322
tfidf_review_text_tv,-43.23823058844239
tfidf_review_text_hit,-43.31563103820256
tfidf_review_text_father,-43.34073294916478
tfidf_review_text_war,-43.417103725652815
tfidf_review_text_full,-43.45843739111122
tfidf_review_text_listened,-43.568130247090615
tfidf_review_text_met,-43.68148468641425
tfidf_review_text_always,-43.73768484551072
tfidf_review_text_show,-43.81489275471318
tfidf_review_text_race,-43.82122612626398
tfidf_review_text_appreciate,-43.92385866945002
tfidf_review_text_fear,-43.9401430724059
tfidf_review_text_picture,-44.60661886665963
tfidf_review_text_relationships,-44.83511242303626
tfidf_review_text_definitely,-44.84395458058975
tfidf_review_text_cause,-44.84937667136167
tfidf_review_text_two,-45.005562553138276
tfidf_review_text_clever,-45.01945072860414
tfidf_review_text_help,-45.25999489610578
tfidf_review_text_absolutely,-45.36347603114015
tfidf_review_text_added,-45.498478646905895
tfidf_review_text_evil,-45.73188461596089
tfidf_review_text_events,-46.0501877172773
tfidf_review_text_language,-46.26367555707622
tfidf_review_text_particularly,-46.28361087588507
tfidf_review_text_lives,-46.307413987470184
tfidf_review_text_growing,-46.5461779248641
tfidf_review_text_tell,-46.60437166130333
tfidf_review_text_forward,-46.67008150248458
tfidf_review_text_cool,-46.740458187548775
tfidf_review_text_brilliant,-46.87819367983608
tfidf_review_text_many,-47.23786716861575
tfidf_review_text_enough,-47.37563669794172
tfidf_review_text_fiction,-47.3994708592825
tfidf_review_text_sitting,-47.455835044091025
tfidf_review_text_different,-47.549325814632176
tfidf_review_text_hand,-48.233169783846336
tfidf_review_text_woman,-48.378249280891666
tfidf_review_text_writing,-48.38384908676798
tfidf_review_text_prince,-48.488581956046005
tfidf_review_text_listening,-48.500220678040904
tfidf_review_text_science,-48.855281084591155
tfidf_review_text_big,-48.91976997922688
tfidf_review_text_question,-48.94421927467321
tfidf_review_text_fight,-49.30789371570994
tfidf_review_text_taking,-49.89091505294226
tfidf_review_text_little,-49.904312015576274
tfidf_review_text_mark,-50.14683959249314
tfidf_review_text_year,-50.554825520672466
tfidf_review_text_kid,-50.817760660111915
tfidf_review_text_voice,-51.16744767389695
tfidf_review_text_confusing,-51.5812233701037
tfidf_review_text_harry,-51.75201557131932
tfidf_review_text_obvious,-52.08795893696233
tfidf_review_text_impossible,-52.521025841829626
tfidf_review_text_highly,-52.68248594406342
tfidf_review_text_straight,-52.98606234573422
tfidf_review_text_female,-52.99617003888848
tfidf_review_text_paced,-53.17536848099316
tfidf_review_text_magic,-53.36904960600544
tfidf_review_text_social,-53.75427551657408
tfidf_review_text_expected,-54.187638958637315
tfidf_review_text_case,-54.32773468815967
tfidf_review_text_adventure,-54.6549141242174
tfidf_review_text_set,-55.38825429521772
tfidf_review_text_awesome,-55.51778006244389
tfidf_review_text_situation,-55.61560259439735
tfidf_review_text_game,-56.43834969646415
tfidf_review_text_los,-57.9309160452716
tfidf_review_text_felt,-58.2401356733923
tfidf_review_text_ya,-58.411297082732375
tfidf_review_text_friendship,-58.743734255547196
tfidf_review_text_powerful,-58.98001774837532
tfidf_review_text_horror,-59.31330340981748
tfidf_review_text_stay,-59.43392557650636
tfidf_review_text_mental,-59.56436645695141
tfidf_review_text_loved,-60.6565634325704
tfidf_review_text_given,-60.880771511212096
tfidf_review_text_five,-61.00117155633813
tfidf_review_text_together,-61.06212480243483
tfidf_review_text_short,-61.09173646111543
tfidf_review_text_us,-61.11058716503645
tfidf_review_text_tale,-61.69839983509263
tfidf_review_text_history,-62.010166818435046
tfidf_review_text_take,-62.73420490458931
tfidf_review_text_well,-62.917146925646286
tfidf_review_text_inside,-63.39017929793693
tfidf_review_text_middle,-64.03038322936797
tfidf_review_text_gods,-65.60890640556586
tfidf_review_text_men,-66.04314320734153
tfidf_review_text_overall,-67.32297840813231
tfidf_review_text_issues,-67.74498762049973
tfidf_review_text_children,-67.99918621861234
tfidf_review_text_baby,-68.64266548278218
tfidf_review_text_jack,-68.75189473101214
tfidf_review_text_words,-69.19841067156754
tfidf_review_text_hero,-69.827557898287
tfidf_review_text_now,-69.93273860178137
tfidf_review_text_final,-70.02886107626706
tfidf_review_text_stories,-71.042102470572
tfidf_review_text_star,-71.07181799057464
tfidf_review_text_jane,-71.56877759996839
tfidf_review_text_favorite,-72.13805010528223
tfidf_review_text_happened,-72.86813506124503
tfidf_review_text_space,-73.87416368952297
tfidf_review_text_post,-74.35626220504425
tfidf_review_text_clear,-75.03172278974317
tfidf_review_text_mother,-75.07809355929774
tfidf_review_text_name,-76.90415290668304
tfidf_review_text_twist,-78.238037057913715
tfidf_review_text_wife,-78.40989518778315
tfidf_review_text_building,-81.68730766635382
tfidf_review_text_expect,-83.69969347351739
tfidf_review_text_sisters,-84.20945734489226
tfidf_review_text_king,-90.57761608644215
